항목,단위,성별,연령대,백분위,값
BMI,kg/m²,남,30~34세,14,20.4
BMI,kg/m²,남,30~34세,15,20.6
BMI,kg/m²,남,30~34세,16,20.7
BMI,kg/m²,남,30~34세,17,20.9
BMI,kg/m²,남,30~34세,18,21
BMI,kg/m²,남,30~34세,19,21.1
BMI,kg/m²,남,30~34세,20,21.3
BMI,kg/m²,남,30~34세,21,21.4
BMI,kg/m²,남,30~34세,22,21.6
BMI,kg/m²,남,30~34세,23,21.7
BMI,kg/m²,남,30~34세,24,21.9
BMI,kg/m²,남,30~34세,25,22
BMI,kg/m²,남,30~34세,26,22.2
BMI,kg/m²,남,30~34세,27,22.3
BMI,kg/m²,남,30~34세,28,22.5
BMI,kg/m²,남,30~34세,29,22.6
BMI,kg/m²,남,30~34세,30,22.8
BMI,kg/m²,남,30~34세,31,22.9
BMI,kg/m²,남,30~34세,32,23.1
BMI,kg/m²,남,30~34세,33,23.2
BMI,kg/m²,남,30~34세,34,23.4
BMI,kg/m²,남,30~34세,35,23.5
BMI,kg/m²,남,30~34세,36,23.7
BMI,kg/m²,남,30~34세,37,23.8
BMI,kg/m²,남,30~34세,38,24
BMI,kg/m²,남,30~34세,39,24.1
BMI,kg/m²,남,30~34세,40,24.3
BMI,kg/m²,남,30~34세,41,24.4
BMI,kg/m²,남,30~34세,42,24.6
BMI,kg/m²,남,30~34세,43,24.7
BMI,kg/m²,남,30~34세,44,24.9
BMI,kg/m²,남,30~34세,45,25
BMI,kg/m²,남,30~34세,46,25.1
BMI,kg/m²,남,30~34세,47,25.3
BMI,kg/m²,남,30~34세,48,25.4
BMI,kg/m²,남,30~34세,49,25.5
BMI,kg/m²,남,30~34세,50,25.6
BMI,kg/m²,남,30~34세,51,25.7
BMI,kg/m²,남,30~34세,52,25.9
BMI,kg/m²,남,30~34세,53,26
BMI,kg/m²,남,30~34세,54,26.1
BMI,kg/m²,남,30~34세,55,26.2
BMI,kg/m²,남,30~34세,56,26.4
BMI,kg/m²,남,30~34세,57,26.5
BMI,kg/m²,남,30~34세,58,26.6
BMI,kg/m²,남,30~34세,59,26.7
BMI,kg/m²,남,30~34세,60,26.9
BMI,kg/m²,남,30~34세,61,27
BMI,kg/m²,남,30~34세,62,27.1
BMI,kg/m²,남,30~34세,63,27.2
BMI,kg/m²,남,30~34세,64,27.4
BMI,kg/m²,남,30~34세,65,27.5
BMI,kg/m²,남,30~34세,66,27.6
BMI,kg/m²,남,30~34세,67,27.7
BMI,kg/m²,남,30~34세,68,27.9
BMI,kg/m²,남,30~34세,69,28
BMI,kg/m²,남,30~34세,70,28.1
BMI,kg/m²,남,30~34세,71,28.2
BMI,kg/m²,남,30~34세,72,28.4
BMI,kg/m²,남,30~34세,73,28.5
BMI,kg/m²,남,30~34세,74,28.6
BMI,kg/m²,남,30~34세,75,28.7
BMI,kg/m²,남,30~34세,76,28.9
BMI,kg/m²,남,30~34세,77,29
BMI,kg/m²,남,30~34세,78,29.1
BMI,kg/m²,남,30~34세,79,29.2
BMI,kg/m²,남,30~34세,80,29.4
BMI,kg/m²,남,30~34세,81,29.5
BMI,kg/m²,남,30~34세,82,29.6
BMI,kg/m²,남,30~34세,83,29.7
BMI,kg/m²,남,30~34세,84,29.8
BMI,kg/m²,남,30~34세,85,30
BMI,kg/m²,남,30~34세,86,30.6
BMI,kg/m²,남,30~34세,87,31.3
BMI,kg/m²,남,30~34세,88,32
BMI,kg/m²,남,30~34세,89,32.7
BMI,kg/m²,남,30~34세,90,33.4
BMI,kg/m²,남,30~34세,91,34.1
BMI,kg/m²,남,30~34세,92,34.8
BMI,kg/m²,남,30~34세,93,35.5
BMI,kg/m²,남,30~34세,94,36.2
BMI,kg/m²,남,30~34세,95,36.9
BMI,kg/m²,남,30~34세,96,37.6
BMI,kg/m²,남,30~34세,97,38.4
BMI,kg/m²,남,30~34세,98,39.1
BMI,kg/m²,남,30~34세,99,39.8
BMI,kg/m²,남,30~34세,100,50
BMI,kg/m²,여,30~34세,1,14.5
BMI,kg/m²,여,30~34세,2,15
BMI,kg/m²,여,30~34세,3,15.5
BMI,kg/m²,여,30~34세,4,16
BMI,kg/m²,여,30~34세,5,16.5
BMI,kg/m²,여,30~34세,6,17
BMI,kg/m²,여,30~34세,7,17.5
BMI,kg/m²,여,30~34세,8,18
BMI,kg/m²,여,30~34세,9,18.5
BMI,kg/m²,여,30~34세,10,18.6
BMI,kg/m²,여,30~34세,11,18.7
BMI,kg/m²,여,30~34세,12,18.8
BMI,kg/m²,여,30~34세,13,18.9
BMI,kg/m²,여,30~34세,14,19
BMI,kg/m²,여,30~34세,15,19.1
BMI,kg/m²,여,30~34세,16,19.2
BMI,kg/m²,여,30~34세,17,19.3
BMI,kg/m²,여,30~34세,18,19.4
BMI,kg/m²,여,30~34세,19,19.5
BMI,kg/m²,여,30~34세,20,19.5
BMI,kg/m²,여,30~34세,21,19.6
BMI,kg/m²,여,30~34세,22,19.7
BMI,kg/m²,여,30~34세,23,19.8
BMI,kg/m²,여,30~34세,24,19.9
BMI,kg/m²,여,30~34세,25,20
BMI,kg/m²,여,30~34세,26,20.1
BMI,kg/m²,여,30~34세,27,20.2
BMI,kg/m²,여,30~34세,28,20.3
BMI,kg/m²,여,30~34세,29,20.4
BMI,kg/m²,여,30~34세,30,20.5
BMI,kg/m²,여,30~34세,31,20.6
BMI,kg/m²,여,30~34세,32,20.7
BMI,kg/m²,여,30~34세,33,20.8
BMI,kg/m²,여,30~34세,34,20.9
BMI,kg/m²,여,30~34세,35,21
BMI,kg/m²,여,30~34세,36,21.1
BMI,kg/m²,여,30~34세,37,21.2
BMI,kg/m²,여,30~34세,38,21.3
BMI,kg/m²,여,30~34세,39,21.4
BMI,kg/m²,여,30~34세,40,21.5
BMI,kg/m²,여,30~34세,41,21.5
BMI,kg/m²,여,30~34세,42,21.6
BMI,kg/m²,여,30~34세,43,21.7
BMI,kg/m²,여,30~34세,44,21.8
BMI,kg/m²,여,30~34세,45,21.9
BMI,kg/m²,여,30~34세,46,22
BMI,kg/m²,여,30~34세,47,22.1
BMI,kg/m²,여,30~34세,48,22.2
BMI,kg/m²,여,30~34세,49,22.3
BMI,kg/m²,여,30~34세,50,22.4
BMI,kg/m²,여,30~34세,51,22.5
BMI,kg/m²,여,30~34세,52,22.6
BMI,kg/m²,여,30~34세,53,22.7
BMI,kg/m²,여,30~34세,54,22.8
BMI,kg/m²,여,30~34세,55,22.9
BMI,kg/m²,여,30~34세,56,23
BMI,kg/m²,여,30~34세,57,23.1
BMI,kg/m²,여,30~34세,58,23.2
BMI,kg/m²,여,30~34세,59,23.3
BMI,kg/m²,여,30~34세,60,23.4
BMI,kg/m²,여,30~34세,61,23.5
BMI,kg/m²,여,30~34세,62,23.5
BMI,kg/m²,여,30~34세,63,23.6
BMI,kg/m²,여,30~34세,64,23.7
BMI,kg/m²,여,30~34세,65,23.8
BMI,kg/m²,여,30~34세,66,23.9
BMI,kg/m²,여,30~34세,67,24
BMI,kg/m²,여,30~34세,68,24.1
BMI,kg/m²,여,30~34세,69,24.2
BMI,kg/m²,여,30~34세,70,24.3
BMI,kg/m²,여,30~34세,71,24.4
BMI,kg/m²,여,30~34세,72,24.5
BMI,kg/m²,여,30~34세,73,24.6
BMI,kg/m²,여,30~34세,74,24.7
BMI,kg/m²,여,30~34세,75,24.8
BMI,kg/m²,여,30~34세,76,24.9
BMI,kg/m²,여,30~34세,77,25
BMI,kg/m²,여,30~34세,78,25.2
BMI,kg/m²,여,30~34세,79,25.6
BMI,kg/m²,여,30~34세,80,25.9
BMI,kg/m²,여,30~34세,81,26.2
BMI,kg/m²,여,30~34세,82,26.5
BMI,kg/m²,여,30~34세,83,26.8
BMI,kg/m²,여,30~34세,84,27.1
BMI,kg/m²,여,30~34세,85,27.5
BMI,kg/m²,여,30~34세,86,27.8
BMI,kg/m²,여,30~34세,87,28.1
BMI,kg/m²,여,30~34세,88,28.4
BMI,kg/m²,여,30~34세,89,28.7
BMI,kg/m²,여,30~34세,90,29.1
BMI,kg/m²,여,30~34세,91,29.4
BMI,kg/m²,여,30~34세,92,29.7
BMI,kg/m²,여,30~34세,93,30.1
BMI,kg/m²,여,30~34세,94,31.6
BMI,kg/m²,여,30~34세,95,33.1
BMI,kg/m²,여,30~34세,96,34.6
BMI,kg/m²,여,30~34세,97,36.1
BMI,kg/m²,여,30~34세,98,37.7
BMI,kg/m²,여,30~34세,99,39.2
BMI,kg/m²,여,30~34세,100,50
BMI,kg/m²,남,35~39세,1,18.5
BMI,kg/m²,남,35~39세,2,18.7
BMI,kg/m²,남,35~39세,3,18.9
BMI,kg/m²,남,35~39세,4,19
BMI,kg/m²,남,35~39세,5,19.2
BMI,kg/m²,남,35~39세,6,19.3
BMI,kg/m²,남,35~39세,7,19.5
BMI,kg/m²,남,35~39세,8,19.7
BMI,kg/m²,남,35~39세,9,19.8
BMI,kg/m²,남,35~39세,10,20
BMI,kg/m²,남,35~39세,11,20.2
BMI,kg/m²,남,35~39세,12,20.3
BMI,kg/m²,남,35~39세,13,20.5
BMI,kg/m²,남,35~39세,14,20.6
BMI,kg/m²,남,35~39세,15,20.8
BMI,kg/m²,남,35~39세,16,21
BMI,kg/m²,남,35~39세,17,21.1
BMI,kg/m²,남,35~39세,18,21.3
BMI,kg/m²,남,35~39세,19,21.5
BMI,kg/m²,남,35~39세,20,21.6
BMI,kg/m²,남,35~39세,21,21.8
BMI,kg/m²,남,35~39세,22,21.9
BMI,kg/m²,남,35~39세,23,22.1
BMI,kg/m²,남,35~39세,24,22.3
BMI,kg/m²,남,35~39세,25,22.4
BMI,kg/m²,남,35~39세,26,22.6
BMI,kg/m²,남,35~39세,27,22.8
BMI,kg/m²,남,35~39세,28,22.9
BMI,kg/m²,남,35~39세,29,23.1
BMI,kg/m²,남,35~39세,30,23.2
BMI,kg/m²,남,35~39세,31,23.4
BMI,kg/m²,남,35~39세,32,23.6
BMI,kg/m²,남,35~39세,33,23.7
BMI,kg/m²,남,35~39세,34,23.9
BMI,kg/m²,남,35~39세,35,24
BMI,kg/m²,남,35~39세,36,24.2
BMI,kg/m²,남,35~39세,37,24.4
BMI,kg/m²,남,35~39세,38,24.5
BMI,kg/m²,남,35~39세,39,24.7
BMI,kg/m²,남,35~39세,40,24.9
BMI,kg/m²,남,35~39세,41,25
BMI,kg/m²,남,35~39세,42,25.1
BMI,kg/m²,남,35~39세,43,25.2
BMI,kg/m²,남,35~39세,44,25.4
BMI,kg/m²,남,35~39세,45,25.5
BMI,kg/m²,남,35~39세,46,25.6
BMI,kg/m²,남,35~39세,47,25.7
BMI,kg/m²,남,35~39세,48,25.8
BMI,kg/m²,남,35~39세,49,25.9
BMI,kg/m²,남,35~39세,50,26.1
BMI,kg/m²,남,35~39세,51,26.2
BMI,kg/m²,남,35~39세,52,26.3
BMI,kg/m²,남,35~39세,53,26.4
BMI,kg/m²,남,35~39세,54,26.5
BMI,kg/m²,남,35~39세,55,26.6
BMI,kg/m²,남,35~39세,56,26.8
BMI,kg/m²,남,35~39세,57,26.9
BMI,kg/m²,남,35~39세,58,27
BMI,kg/m²,남,35~39세,59,27.1
BMI,kg/m²,남,35~39세,60,27.2
BMI,kg/m²,남,35~39세,61,27.3
BMI,kg/m²,남,35~39세,62,27.4
BMI,kg/m²,남,35~39세,63,27.6
BMI,kg/m²,남,35~39세,64,27.7
BMI,kg/m²,남,35~39세,65,27.8
BMI,kg/m²,남,35~39세,66,27.9
BMI,kg/m²,남,35~39세,67,28
BMI,kg/m²,남,35~39세,68,28.1
BMI,kg/m²,남,35~39세,69,28.3
BMI,kg/m²,남,35~39세,70,28.4
BMI,kg/m²,남,35~39세,71,28.5
BMI,kg/m²,남,35~39세,72,28.6
BMI,kg/m²,남,35~39세,73,28.7
BMI,kg/m²,남,35~39세,74,28.8
BMI,kg/m²,남,35~39세,75,28.9
BMI,kg/m²,남,35~39세,76,29.1
BMI,kg/m²,남,35~39세,77,29.2
BMI,kg/m²,남,35~39세,78,29.3
BMI,kg/m²,남,35~39세,79,29.4
BMI,kg/m²,남,35~39세,80,29.5
BMI,kg/m²,남,35~39세,81,29.6
BMI,kg/m²,남,35~39세,82,29.8
BMI,kg/m²,남,35~39세,83,29.9
BMI,kg/m²,남,35~39세,84,30
BMI,kg/m²,남,35~39세,85,30.6
BMI,kg/m²,남,35~39세,86,31.3
BMI,kg/m²,남,35~39세,87,31.9
BMI,kg/m²,남,35~39세,88,32.6
BMI,kg/m²,남,35~39세,89,33.2
BMI,kg/m²,남,35~39세,90,33.9
BMI,kg/m²,남,35~39세,91,34.5
BMI,kg/m²,남,35~39세,92,35.2
BMI,kg/m²,남,35~39세,93,35.8
BMI,kg/m²,남,35~39세,94,36.5
BMI,kg/m²,남,35~39세,95,37.1
BMI,kg/m²,남,35~39세,96,37.8
BMI,kg/m²,남,35~39세,97,38.5
BMI,kg/m²,남,35~39세,98,39.1
BMI,kg/m²,남,35~39세,99,39.8
BMI,kg/m²,남,35~39세,100,50
BMI,kg/m²,여,35~39세,1,14.6
BMI,kg/m²,여,35~39세,2,15.2
BMI,kg/m²,여,35~39세,3,15.8
BMI,kg/m²,여,35~39세,4,16.5
BMI,kg/m²,여,35~39세,5,17.1
BMI,kg/m²,여,35~39세,6,17.7
BMI,kg/m²,여,35~39세,7,18.3
BMI,kg/m²,여,35~39세,8,18.6
BMI,kg/m²,여,35~39세,9,18.7
BMI,kg/m²,여,35~39세,10,18.8
BMI,kg/m²,여,35~39세,11,18.9
BMI,kg/m²,여,35~39세,12,19
BMI,kg/m²,여,35~39세,13,19.1
BMI,kg/m²,여,35~39세,14,19.1
BMI,kg/m²,여,35~39세,15,19.2
BMI,kg/m²,여,35~39세,16,19.3
BMI,kg/m²,여,35~39세,17,19.4
BMI,kg/m²,여,35~39세,18,19.5
BMI,kg/m²,여,35~39세,19,19.6
BMI,kg/m²,여,35~39세,20,19.7
BMI,kg/m²,여,35~39세,21,19.8
BMI,kg/m²,여,35~39세,22,19.9
BMI,kg/m²,여,35~39세,23,20
BMI,kg/m²,여,35~39세,24,20.1
BMI,kg/m²,여,35~39세,25,20.2
BMI,kg/m²,여,35~39세,26,20.3
BMI,kg/m²,여,35~39세,27,20.4
BMI,kg/m²,여,35~39세,28,20.5
BMI,kg/m²,여,35~39세,29,20.6
BMI,kg/m²,여,35~39세,30,20.7
BMI,kg/m²,여,35~39세,31,20.8
BMI,kg/m²,여,35~39세,32,20.9
BMI,kg/m²,여,35~39세,33,21
BMI,kg/m²,여,35~39세,34,21.1
BMI,kg/m²,여,35~39세,35,21.2
BMI,kg/m²,여,35~39세,36,21.3
BMI,kg/m²,여,35~39세,37,21.4
BMI,kg/m²,여,35~39세,38,21.5
BMI,kg/m²,여,35~39세,39,21.6
BMI,kg/m²,여,35~39세,40,21.7
BMI,kg/m²,여,35~39세,41,21.8
BMI,kg/m²,여,35~39세,42,21.9
BMI,kg/m²,여,35~39세,43,22
BMI,kg/m²,여,35~39세,44,22.1
BMI,kg/m²,여,35~39세,45,22.2
BMI,kg/m²,여,35~39세,46,22.3
BMI,kg/m²,여,35~39세,47,22.4
BMI,kg/m²,여,35~39세,48,22.5
BMI,kg/m²,여,35~39세,49,22.6
BMI,kg/m²,여,35~39세,50,22.7
BMI,kg/m²,여,35~39세,51,22.8
BMI,kg/m²,여,35~39세,52,22.9
BMI,kg/m²,여,35~39세,53,23
BMI,kg/m²,여,35~39세,54,23.1
BMI,kg/m²,여,35~39세,55,23.1
BMI,kg/m²,여,35~39세,56,23.2
BMI,kg/m²,여,35~39세,57,23.3
BMI,kg/m²,여,35~39세,58,23.4
BMI,kg/m²,여,35~39세,59,23.5
BMI,kg/m²,여,35~39세,60,23.6
BMI,kg/m²,여,35~39세,61,23.7
BMI,kg/m²,여,35~39세,62,23.8
BMI,kg/m²,여,35~39세,63,23.9
BMI,kg/m²,여,35~39세,64,24
BMI,kg/m²,여,35~39세,65,24.1
BMI,kg/m²,여,35~39세,66,24.2
BMI,kg/m²,여,35~39세,67,24.3
BMI,kg/m²,여,35~39세,68,24.4
BMI,kg/m²,여,35~39세,69,24.5
BMI,kg/m²,여,35~39세,70,24.6
BMI,kg/m²,여,35~39세,71,24.7
BMI,kg/m²,여,35~39세,72,24.8
BMI,kg/m²,여,35~39세,73,24.9
BMI,kg/m²,여,35~39세,74,25
BMI,kg/m²,여,35~39세,75,25.3
BMI,kg/m²,여,35~39세,76,25.6
BMI,kg/m²,여,35~39세,77,25.8
BMI,kg/m²,여,35~39세,78,26.1
BMI,kg/m²,여,35~39세,79,26.4
BMI,kg/m²,여,35~39세,80,26.7
BMI,kg/m²,여,35~39세,81,26.9
BMI,kg/m²,여,35~39세,82,27.2
BMI,kg/m²,여,35~39세,83,27.5
BMI,kg/m²,여,35~39세,84,27.8
BMI,kg/m²,여,35~39세,85,28
BMI,kg/m²,여,35~39세,86,28.3
BMI,kg/m²,여,35~39세,87,28.6
BMI,kg/m²,여,35~39세,88,28.9
BMI,kg/m²,여,35~39세,89,29.1
BMI,kg/m²,여,35~39세,90,29.4
BMI,kg/m²,여,35~39세,91,29.7
BMI,kg/m²,여,35~39세,92,30
BMI,kg/m²,여,35~39세,93,31.1
BMI,kg/m²,여,35~39세,94,32.5
BMI,kg/m²,여,35~39세,95,33.8
BMI,kg/m²,여,35~39세,96,35.2
BMI,kg/m²,여,35~39세,97,36.5
BMI,kg/m²,여,35~39세,98,37.9
BMI,kg/m²,여,35~39세,99,39.3
BMI,kg/m²,여,35~39세,100,50
BMI,kg/m²,남,40~44세,1,18.5
BMI,kg/m²,남,40~44세,2,18.7
BMI,kg/m²,남,40~44세,3,18.8
BMI,kg/m²,남,40~44세,4,19
BMI,kg/m²,남,40~44세,5,19.2
BMI,kg/m²,남,40~44세,6,19.3
BMI,kg/m²,남,40~44세,7,19.5
BMI,kg/m²,남,40~44세,8,19.6
BMI,kg/m²,남,40~44세,9,19.8
BMI,kg/m²,남,40~44세,10,19.9
BMI,kg/m²,남,40~44세,11,20.1
BMI,kg/m²,남,40~44세,12,20.3
BMI,kg/m²,남,40~44세,13,20.4
BMI,kg/m²,남,40~44세,14,20.6
BMI,kg/m²,남,40~44세,15,20.7
BMI,kg/m²,남,40~44세,16,20.9
BMI,kg/m²,남,40~44세,17,21
BMI,kg/m²,남,40~44세,18,21.2
BMI,kg/m²,남,40~44세,19,21.4
BMI,kg/m²,남,40~44세,20,21.5
BMI,kg/m²,남,40~44세,21,21.7
BMI,kg/m²,남,40~44세,22,21.8
BMI,kg/m²,남,40~44세,23,22
BMI,kg/m²,남,40~44세,24,22.1
BMI,kg/m²,남,40~44세,25,22.3
BMI,kg/m²,남,40~44세,26,22.5
BMI,kg/m²,남,40~44세,27,22.6
BMI,kg/m²,남,40~44세,28,22.8
BMI,kg/m²,남,40~44세,29,22.9
BMI,kg/m²,남,40~44세,30,23.1
BMI,kg/m²,남,40~44세,31,23.2
BMI,kg/m²,남,40~44세,32,23.4
BMI,kg/m²,남,40~44세,33,23.6
BMI,kg/m²,남,40~44세,34,23.7
BMI,kg/m²,남,40~44세,35,23.9
BMI,kg/m²,남,40~44세,36,24
BMI,kg/m²,남,40~44세,37,24.2
BMI,kg/m²,남,40~44세,38,24.3
BMI,kg/m²,남,40~44세,39,24.5
BMI,kg/m²,남,40~44세,40,24.7
BMI,kg/m²,남,40~44세,41,24.8
BMI,kg/m²,남,40~44세,42,25
BMI,kg/m²,남,40~44세,43,25.1
BMI,kg/m²,남,40~44세,44,25.2
BMI,kg/m²,남,40~44세,45,25.3
BMI,kg/m²,남,40~44세,46,25.4
BMI,kg/m²,남,40~44세,47,25.5
BMI,kg/m²,남,40~44세,48,25.7
BMI,kg/m²,남,40~44세,49,25.8
BMI,kg/m²,남,40~44세,50,25.9
BMI,kg/m²,남,40~44세,51,26
BMI,kg/m²,남,40~44세,52,26.1
BMI,kg/m²,남,40~44세,53,26.2
BMI,kg/m²,남,40~44세,54,26.3
BMI,kg/m²,남,40~44세,55,26.4
BMI,kg/m²,남,40~44세,56,26.6
BMI,kg/m²,남,40~44세,57,26.7
BMI,kg/m²,남,40~44세,58,26.8
BMI,kg/m²,남,40~44세,59,26.9
BMI,kg/m²,남,40~44세,60,27
BMI,kg/m²,남,40~44세,61,27.1
BMI,kg/m²,남,40~44세,62,27.2
BMI,kg/m²,남,40~44세,63,27.3
BMI,kg/m²,남,40~44세,64,27.5
BMI,kg/m²,남,40~44세,65,27.6
BMI,kg/m²,남,40~44세,66,27.7
BMI,kg/m²,남,40~44세,67,27.8
BMI,kg/m²,남,40~44세,68,27.9
BMI,kg/m²,남,40~44세,69,28
BMI,kg/m²,남,40~44세,70,28.1
BMI,kg/m²,남,40~44세,71,28.3
BMI,kg/m²,남,40~44세,72,28.4
BMI,kg/m²,남,40~44세,73,28.5
BMI,kg/m²,남,40~44세,74,28.6
BMI,kg/m²,남,40~44세,75,28.7
BMI,kg/m²,남,40~44세,76,28.8
BMI,kg/m²,남,40~44세,77,28.9
BMI,kg/m²,남,40~44세,78,29
BMI,kg/m²,남,40~44세,79,29.2
BMI,kg/m²,남,40~44세,80,29.3
BMI,kg/m²,남,40~44세,81,29.4
BMI,kg/m²,남,40~44세,82,29.5
BMI,kg/m²,남,40~44세,83,29.6
BMI,kg/m²,남,40~44세,84,29.7
BMI,kg/m²,남,40~44세,85,29.8
BMI,kg/m²,남,40~44세,86,29.9
BMI,kg/m²,남,40~44세,87,30.4
BMI,kg/m²,남,40~44세,88,31.2
BMI,kg/m²,남,40~44세,89,31.9
BMI,kg/m²,남,40~44세,90,32.7
BMI,kg/m²,남,40~44세,91,33.4
BMI,kg/m²,남,40~44세,92,34.2
BMI,kg/m²,남,40~44세,93,35
BMI,kg/m²,남,40~44세,94,35.7
BMI,kg/m²,남,40~44세,95,36.5
BMI,kg/m²,남,40~44세,96,37.2
BMI,kg/m²,남,40~44세,97,38
BMI,kg/m²,남,40~44세,98,38.8
BMI,kg/m²,남,40~44세,99,39.5
BMI,kg/m²,남,40~44세,100,50
BMI,kg/m²,여,40~44세,1,14.7
BMI,kg/m²,여,40~44세,2,15.4
BMI,kg/m²,여,40~44세,3,16.1
BMI,kg/m²,여,40~44세,4,16.8
BMI,kg/m²,여,40~44세,5,17.6
BMI,kg/m²,여,40~44세,6,18.3
BMI,kg/m²,여,40~44세,7,18.6
BMI,kg/m²,여,40~44세,8,18.7
BMI,kg/m²,여,40~44세,9,18.8
BMI,kg/m²,여,40~44세,10,18.9
BMI,kg/m²,여,40~44세,11,18.9
BMI,kg/m²,여,40~44세,12,19
BMI,kg/m²,여,40~44세,13,19.1
BMI,kg/m²,여,40~44세,14,19.2
BMI,kg/m²,여,40~44세,15,19.3
BMI,kg/m²,여,40~44세,16,19.4
BMI,kg/m²,여,40~44세,17,19.5
BMI,kg/m²,여,40~44세,18,19.6
BMI,kg/m²,여,40~44세,19,19.7
BMI,kg/m²,여,40~44세,20,19.8
BMI,kg/m²,여,40~44세,21,19.9
BMI,kg/m²,여,40~44세,22,20
BMI,kg/m²,여,40~44세,23,20.1
BMI,kg/m²,여,40~44세,24,20.2
BMI,kg/m²,여,40~44세,25,20.3
BMI,kg/m²,여,40~44세,26,20.4
BMI,kg/m²,여,40~44세,27,20.5
BMI,kg/m²,여,40~44세,28,20.6
BMI,kg/m²,여,40~44세,29,20.7
BMI,kg/m²,여,40~44세,30,20.8
BMI,kg/m²,여,40~44세,31,20.9
BMI,kg/m²,여,40~44세,32,21
BMI,kg/m²,여,40~44세,33,21.1
BMI,kg/m²,여,40~44세,34,21.2
BMI,kg/m²,여,40~44세,35,21.3
BMI,kg/m²,여,40~44세,36,21.4
BMI,kg/m²,여,40~44세,37,21.4
BMI,kg/m²,여,40~44세,38,21.5
BMI,kg/m²,여,40~44세,39,21.6
BMI,kg/m²,여,40~44세,40,21.7
BMI,kg/m²,여,40~44세,41,21.8
BMI,kg/m²,여,40~44세,42,21.9
BMI,kg/m²,여,40~44세,43,22
BMI,kg/m²,여,40~44세,44,22.1
BMI,kg/m²,여,40~44세,45,22.2
BMI,kg/m²,여,40~44세,46,22.3
BMI,kg/m²,여,40~44세,47,22.4
BMI,kg/m²,여,40~44세,48,22.5
BMI,kg/m²,여,40~44세,49,22.6
BMI,kg/m²,여,40~44세,50,22.7
BMI,kg/m²,여,40~44세,51,22.8
BMI,kg/m²,여,40~44세,52,22.9
BMI,kg/m²,여,40~44세,53,23
BMI,kg/m²,여,40~44세,54,23.1
BMI,kg/m²,여,40~44세,55,23.2
BMI,kg/m²,여,40~44세,56,23.3
BMI,kg/m²,여,40~44세,57,23.4
BMI,kg/m²,여,40~44세,58,23.5
BMI,kg/m²,여,40~44세,59,23.6
BMI,kg/m²,여,40~44세,60,23.7
BMI,kg/m²,여,40~44세,61,23.8
BMI,kg/m²,여,40~44세,62,23.9
BMI,kg/m²,여,40~44세,63,23.9
BMI,kg/m²,여,40~44세,64,24
BMI,kg/m²,여,40~44세,65,24.1
BMI,kg/m²,여,40~44세,66,24.2
BMI,kg/m²,여,40~44세,67,24.3
BMI,kg/m²,여,40~44세,68,24.4
BMI,kg/m²,여,40~44세,69,24.5
BMI,kg/m²,여,40~44세,70,24.6
BMI,kg/m²,여,40~44세,71,24.7
BMI,kg/m²,여,40~44세,72,24.8
BMI,kg/m²,여,40~44세,73,24.9
BMI,kg/m²,여,40~44세,74,25
BMI,kg/m²,여,40~44세,75,25.3
BMI,kg/m²,여,40~44세,76,25.5
BMI,kg/m²,여,40~44세,77,25.8
BMI,kg/m²,여,40~44세,78,26.1
BMI,kg/m²,여,40~44세,79,26.3
BMI,kg/m²,여,40~44세,80,26.6
BMI,kg/m²,여,40~44세,81,26.8
BMI,kg/m²,여,40~44세,82,27.1
BMI,kg/m²,여,40~44세,83,27.4
BMI,kg/m²,여,40~44세,84,27.6
BMI,kg/m²,여,40~44세,85,27.9
BMI,kg/m²,여,40~44세,86,28.2
BMI,kg/m²,여,40~44세,87,28.4
BMI,kg/m²,여,40~44세,88,28.7
BMI,kg/m²,여,40~44세,89,28.9
BMI,kg/m²,여,40~44세,90,29.2
BMI,kg/m²,여,40~44세,91,29.5
BMI,kg/m²,여,40~44세,92,29.7
BMI,kg/m²,여,40~44세,93,30
BMI,kg/m²,여,40~44세,94,31.4
BMI,kg/m²,여,40~44세,95,32.9
BMI,kg/m²,여,40~44세,96,34.4
BMI,kg/m²,여,40~44세,97,35.9
BMI,kg/m²,여,40~44세,98,37.4
BMI,kg/m²,여,40~44세,99,38.9
BMI,kg/m²,여,40~44세,100,50
BMI,kg/m²,남,45~49세,1,18.5
BMI,kg/m²,남,45~49세,2,18.7
BMI,kg/m²,남,45~49세,3,18.8
BMI,kg/m²,남,45~49세,4,19
BMI,kg/m²,남,45~49세,5,19.1
BMI,kg/m²,남,45~49세,6,19.3
BMI,kg/m²,남,45~49세,7,19.4
BMI,kg/m²,남,45~49세,8,19.6
BMI,kg/m²,남,45~49세,9,19.7
BMI,kg/m²,남,45~49세,10,19.9
BMI,kg/m²,남,45~49세,11,20
BMI,kg/m²,남,45~49세,12,20.2
BMI,kg/m²,남,45~49세,13,20.3
BMI,kg/m²,남,45~49세,14,20.5
BMI,kg/m²,남,45~49세,15,20.6
BMI,kg/m²,남,45~49세,16,20.8
BMI,kg/m²,남,45~49세,17,20.9
BMI,kg/m²,남,45~49세,18,21.1
BMI,kg/m²,남,45~49세,19,21.2
BMI,kg/m²,남,45~49세,20,21.4
BMI,kg/m²,남,45~49세,21,21.5
BMI,kg/m²,남,45~49세,22,21.6
BMI,kg/m²,남,45~49세,23,21.8
BMI,kg/m²,남,45~49세,24,21.9
BMI,kg/m²,남,45~49세,25,22.1
BMI,kg/m²,남,45~49세,26,22.2
